sample_idx,cycle_idx,pose_idx,pose_name,j1,j2,j3,j4,gripper,robot_u,robot_v,robot_d,robot_conf,robot_bbox,image_path
30,1,5,grid_05_j1_-0.55_j2_-0.85_j3_+1.05,-0.5506991147994995,-0.8513593077659607,0.9863496422767639,-0.35281556844711304,-1.7626196495257318e-05,257,158,0.8580000281333924,0.9042790532112122,"[200.38050842285156, 120.87786865234375, 313.7293701171875, 195.63870239257812]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0030_cycle_01_pose_05_grid_05_j1_-0.55_j2_-0.85_j3_+1.05.jpg
31,1,5,grid_05_j1_-0.55_j2_-0.85_j3_+1.05,-0.5506991147994995,-0.8528932929039001,1.0308350324630737,-0.35281556844711304,-3.5252818634035066e-05,257,164,0.865000057220459,0.9190863966941833,"[201.627197265625, 127.13739013671875, 312.53411865234375, 201.82855224609375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0031_cycle_01_pose_05_grid_05_j1_-0.55_j2_-0.85_j3_+1.05.jpg
32,1,5,grid_05_j1_-0.55_j2_-0.85_j3_+1.05,-0.5506991147994995,-0.8528932929039001,1.0308350324630737,-0.35281556844711304,-3.5252818634035066e-05,257,171,0.8690000653266907,0.9119201898574829,"[201.99998474121094, 134.83114624023438, 312.666259765625, 207.83230590820312]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0032_cycle_01_pose_05_grid_05_j1_-0.55_j2_-0.85_j3_+1.05.jpg
33,1,6,grid_06_j1_-0.55_j2_-0.85_j3_+1.25,-0.5506991147994995,-0.8528932929039001,1.0538448095321655,-0.35281556844711304,-1.7626196495257318e-05,257,174,0.8720000267028809,0.928345799446106,"[202.94419860839844, 138.364501953125, 312.860595703125, 211.5406494140625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0033_cycle_01_pose_06_grid_06_j1_-0.55_j2_-0.85_j3_+1.25.jpg
34,1,6,grid_06_j1_-0.55_j2_-0.85_j3_+1.25,-0.5506991147994995,-0.8528932929039001,1.0906603336334229,-0.35281556844711304,-1.7626196495257318e-05,258,175,0.8720000267028809,0.9311785101890564,"[202.8542938232422, 139.04647827148438, 313.52862548828125, 211.62261962890625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0034_cycle_01_pose_06_grid_06_j1_-0.55_j2_-0.85_j3_+1.25.jpg
35,1,6,grid_06_j1_-0.55_j2_-0.85_j3_+1.25,-0.5506991147994995,-0.8544272780418396,1.133611798286438,-0.35281556844711304,-1.7626196495257318e-05,258,180,0.8760000348091126,0.9210024476051331,"[203.73977661132812, 143.62301635742188, 313.6019592285156, 217.99307250976562]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0035_cycle_01_pose_06_grid_06_j1_-0.55_j2_-0.85_j3_+1.25.jpg
36,1,6,grid_06_j1_-0.55_j2_-0.85_j3_+1.25,-0.5506991147994995,-0.8544272780418396,1.1704273223876953,-0.35281556844711304,-1.7626196495257318e-05,260,187,0.8760000348091126,0.9281564354896545,"[205.74356079101562, 148.7562255859375, 314.7267150878906, 226.14468383789062]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0036_cycle_01_pose_06_grid_06_j1_-0.55_j2_-0.85_j3_+1.25.jpg
37,1,6,grid_06_j1_-0.55_j2_-0.85_j3_+1.25,-0.5506991147994995,-0.8544272780418396,1.2057088613510132,-0.35281556844711304,-1.7626196495257318e-05,260,193,0.8830000638961792,0.9496855735778809,"[206.45692443847656, 153.12762451171875, 315.3519287109375, 232.91326904296875]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0037_cycle_01_pose_06_grid_06_j1_-0.55_j2_-0.85_j3_+1.25.jpg
38,1,6,grid_06_j1_-0.55_j2_-0.85_j3_+1.25,-0.5506991147994995,-0.8544272780418396,1.2394565343856812,-0.35281556844711304,-1.7626196495257318e-05,262,198,0.8820000171661377,0.9362475872039795,"[208.0244140625, 157.91925048828125, 317.355712890625, 239.75552368164062]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0038_cycle_01_pose_06_grid_06_j1_-0.55_j2_-0.85_j3_+1.25.jpg
39,1,7,grid_07_j1_-0.55_j2_-0.65_j3_+0.85,-0.5506991147994995,-0.8528932929039001,1.2486603260040283,-0.35281556844711304,-1.7626196495257318e-05,263,203,0.8850000381469727,0.9304901957511902,"[208.9663848876953, 163.2576904296875, 318.69561767578125, 243.66754150390625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0039_cycle_01_pose_07_grid_07_j1_-0.55_j2_-0.65_j3_+0.85.jpg
40,1,7,grid_07_j1_-0.55_j2_-0.65_j3_+0.85,-0.5506991147994995,-0.8176117539405823,1.1857671737670898,-0.35281556844711304,-1.7626196495257318e-05,263,205,0.8830000638961792,0.9305228590965271,"[209.15936279296875, 164.6873779296875, 318.24041748046875, 245.991943359375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0040_cycle_01_pose_07_grid_07_j1_-0.55_j2_-0.65_j3_+0.85.jpg
41,1,7,grid_07_j1_-0.55_j2_-0.65_j3_+0.85,-0.5506991147994995,-0.7792622447013855,1.1090681552886963,-0.35281556844711304,-1.7626196495257318e-05,260,200,0.8780000686645508,0.9259898662567139,"[207.2334747314453, 159.8330078125, 314.23785400390625, 241.4583740234375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0041_cycle_01_pose_07_grid_07_j1_-0.55_j2_-0.65_j3_+0.85.jpg
42,1,7,grid_07_j1_-0.55_j2_-0.65_j3_+0.85,-0.5506991147994995,-0.7455146908760071,1.0308350324630737,-0.35281556844711304,-1.7626196495257318e-05,257,192,0.8770000219345093,0.9473581314086914,"[203.0334930419922, 151.79568481445312, 311.43023681640625, 232.40975952148438]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0042_cycle_01_pose_07_grid_07_j1_-0.55_j2_-0.65_j3_+0.85.jpg
43,1,7,grid_07_j1_-0.55_j2_-0.65_j3_+0.85,-0.5506991147994995,-0.708699107170105,0.9648739099502563,-0.35281556844711304,-1.7626196495257318e-05,255,183,0.865000057220459,0.9344338774681091,"[199.82498168945312, 145.22882080078125, 311.24462890625, 221.73199462890625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0043_cycle_01_pose_07_grid_07_j1_-0.55_j2_-0.65_j3_+0.85.jpg
44,1,7,grid_07_j1_-0.55_j2_-0.65_j3_+0.85,-0.5506991147994995,-0.6672816276550293,0.8789709806442261,-0.35281556844711304,-1.7626196495257318e-05,253,177,0.8550000667572022,0.9276483654975891,"[196.7474365234375, 139.90182495117188, 310.7920837402344, 215.00045776367188]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0044_cycle_01_pose_07_grid_07_j1_-0.55_j2_-0.65_j3_+0.85.jpg
45,1,7,grid_07_j1_-0.55_j2_-0.65_j3_+0.85,-0.5506991147994995,-0.6488738656044006,0.8482913970947266,-0.35281556844711304,-1.7626196495257318e-05,249,168,0.8510000586509705,0.9250627756118774,"[191.95318603515625, 130.10934448242188, 306.1566162109375, 206.77481079101562]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0045_cycle_01_pose_07_grid_07_j1_-0.55_j2_-0.65_j3_+0.85.jpg
46,1,8,grid_08_j1_-0.55_j2_-0.65_j3_+1.05,-0.5506991147994995,-0.6488738656044006,0.8482913970947266,-0.35281556844711304,-1.7626196495257318e-05,247,165,0.8510000586509705,0.9139574766159058,"[190.23049926757812, 127.59955596923828, 305.29595947265625, 204.06134033203125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0046_cycle_01_pose_08_grid_08_j1_-0.55_j2_-0.65_j3_+1.05.jpg
47,1,8,grid_08_j1_-0.55_j2_-0.65_j3_+1.05,-0.5506991147994995,-0.6488738656044006,0.8651651740074158,-0.35281556844711304,-1.7626196495257318e-05,247,165,0.853000032901764,0.9150369763374329,"[190.16940307617188, 127.5943832397461, 304.9215393066406, 204.07162475585938]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0047_cycle_01_pose_08_grid_08_j1_-0.55_j2_-0.65_j3_+1.05.jpg
48,1,8,grid_08_j1_-0.55_j2_-0.65_j3_+1.05,-0.5506991147994995,-0.6488738656044006,0.9065826535224915,-0.35281556844711304,-1.7626196495257318e-05,248,168,0.850000011920929,0.9246050715446472,"[191.18246459960938, 129.34677124023438, 305.9241943359375, 206.87844848632812]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0048_cycle_01_pose_08_grid_08_j1_-0.55_j2_-0.65_j3_+1.05.jpg
49,1,8,grid_08_j1_-0.55_j2_-0.65_j3_+1.05,-0.5506991147994995,-0.6488738656044006,0.954136073589325,-0.35281556844711304,-1.7626196495257318e-05,250,175,0.8520000457763672,0.9362921118736267,"[192.64138793945312, 137.2564239501953, 307.8365783691406, 212.8838653564453]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0049_cycle_01_pose_08_grid_08_j1_-0.55_j2_-0.65_j3_+1.05.jpg
50,1,8,grid_08_j1_-0.55_j2_-0.65_j3_+1.05,-0.5506991147994995,-0.6488738656044006,1.0108933448791504,-0.35281556844711304,-1.7626196495257318e-05,251,183,0.8550000667572022,0.9352458119392395,"[194.61886596679688, 143.5950469970703, 308.9152526855469, 223.03797912597656]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0050_cycle_01_pose_08_grid_08_j1_-0.55_j2_-0.65_j3_+1.05.jpg
51,1,8,grid_08_j1_-0.55_j2_-0.65_j3_+1.05,-0.5491651296615601,-0.6488738656044006,1.0477088689804077,-0.35281556844711304,-1.7626196495257318e-05,251,193,0.8620000362396241,0.9536494016647339,"[196.37777709960938, 151.24957275390625, 307.3199157714844, 235.48553466796875]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0051_cycle_01_pose_08_grid_08_j1_-0.55_j2_-0.65_j3_+1.05.jpg
52,1,9,grid_09_j1_-0.55_j2_-0.65_j3_+1.25,-0.5506991147994995,-0.6504078507423401,1.0477088689804077,-0.35281556844711304,-1.7626196495257318e-05,253,198,0.8620000362396241,0.9227703213691711,"[197.31982421875, 156.41134643554688, 309.4200439453125, 240.04443359375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0052_cycle_01_pose_09_grid_09_j1_-0.55_j2_-0.65_j3_+1.25.jpg
53,1,9,grid_09_j1_-0.55_j2_-0.65_j3_+1.25,-0.5506991147994995,-0.6504078507423401,1.0783884525299072,-0.35281556844711304,-1.7626196495257318e-05,253,198,0.8620000362396241,0.9225702285766602,"[197.24029541015625, 156.32347106933594, 309.70306396484375, 240.8501739501953]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0053_cycle_01_pose_09_grid_09_j1_-0.55_j2_-0.65_j3_+1.25.jpg
54,1,9,grid_09_j1_-0.55_j2_-0.65_j3_+1.25,-0.5506991147994995,-0.6504078507423401,1.116737961769104,-0.35281556844711304,-1.7626196495257318e-05,254,202,0.8690000653266907,0.9310656189918518,"[198.72900390625, 160.17298889160156, 309.39019775390625, 245.5102996826172]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0054_cycle_01_pose_09_grid_09_j1_-0.55_j2_-0.65_j3_+1.25.jpg
55,1,9,grid_09_j1_-0.55_j2_-0.65_j3_+1.25,-0.5506991147994995,-0.6504078507423401,1.1520196199417114,-0.35281556844711304,-1.7626196495257318e-05,255,210,0.8670000314712525,0.9462252855300903,"[200.18679809570312, 165.37887573242188, 311.59136962890625, 255.54983520507812]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0055_cycle_01_pose_09_grid_09_j1_-0.55_j2_-0.65_j3_+1.25.jpg
56,1,9,grid_09_j1_-0.55_j2_-0.65_j3_+1.25,-0.5506991147994995,-0.6504078507423401,1.196505069732666,-0.35281556844711304,-1.7626196495257318e-05,256,214,0.8750000476837159,0.9427655339241028,"[202.41543579101562, 170.4501953125, 311.2766418457031, 259.2748107910156]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0056_cycle_01_pose_09_grid_09_j1_-0.55_j2_-0.65_j3_+1.25.jpg
57,1,9,grid_09_j1_-0.55_j2_-0.65_j3_+1.25,-0.5506991147994995,-0.6504078507423401,1.2379225492477417,-0.35281556844711304,-1.7626196495257318e-05,258,221,0.8750000476837159,0.9375779032707214,"[205.421630859375, 176.85418701171875, 311.90362548828125, 266.25103759765625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0057_cycle_01_pose_09_grid_09_j1_-0.55_j2_-0.65_j3_+1.25.jpg
58,1,9,grid_09_j1_-0.55_j2_-0.65_j3_+1.25,-0.5506991147994995,-0.6504078507423401,1.2486603260040283,-0.35281556844711304,4.259199937184377e-10,260,228,0.8820000171661377,0.929008960723877,"[206.77548217773438, 182.76516723632812, 313.4422302246094, 275.1918640136719]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0058_cycle_01_pose_09_grid_09_j1_-0.55_j2_-0.65_j3_+1.25.jpg
59,1,10,grid_10_j1_+0.00_j2_-1.05_j3_+0.85,-0.5506991147994995,-0.6504078507423401,1.2486603260040283,-0.35281556844711304,-1.7626196495257318e-05,260,230,0.8850000381469727,0.9220608472824097,"[207.05258178710938, 184.31671142578125, 313.1918640136719, 276.1910095214844]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_05-23-00/sample_0059_cycle_01_pose_10_grid_10_j1_+0.00_j2_-1.05_j3_+0.85.jpg
