sample_idx,cycle_idx,pose_idx,pose_name,j1,j2,j3,j4,gripper,robot_u,robot_v,robot_d,robot_conf,robot_bbox,image_path
1,1,1,calib_01_center_high,-2.0694557179012918e-13,-0.3098641335964203,-1.208776831626892,-0.00920388475060463,0.009183470159769058,295,39,0.740000057220459,0.8959382772445679,"[237.70770263671875, 0.09038543701171875, 353.0511474609375, 78.95096588134766]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0001_cycle_01_pose_01_calib_01_center_high.jpg
2,1,1,calib_01_center_high,0.0015339808305725455,-0.4632622003555298,-0.21629129350185394,-0.1702718734741211,-1.7626196495257318e-05,297,37,0.728000032901764,0.8792814612388611,"[238.56878662109375, 0.104339599609375, 357.329833984375, 74.37864685058594]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0002_cycle_01_pose_01_calib_01_center_high.jpg
3,1,1,calib_01_center_high,0.0015339808305725455,-0.575242817401886,0.44025248289108276,-0.28071847558021545,-1.7626196495257318e-05,343,67,0.6510000109672547,0.8962908387184143,"[265.07135009765625, 8.458541870117188, 421.82196044921875, 126.87007141113281]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0003_cycle_01_pose_01_calib_01_center_high.jpg
4,1,2,calib_02_center_mid,-2.0694557179012918e-13,-0.6519418358802795,0.8697671294212341,-0.35128161311149597,-1.7626196495257318e-05,354,169,0.6240000009536744,0.9246466755867004,"[273.3922119140625, 117.05714416503906, 436.48583984375, 222.48170471191406]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0004_cycle_01_pose_02_calib_02_center_mid.jpg
5,1,2,calib_02_center_mid,-2.0694557179012918e-13,-0.7133010625839233,0.928058385848999,-0.35128161311149597,-1.7626196495257318e-05,350,232,0.6379999995231629,0.9377375245094299,"[273.94989013671875, 178.707763671875, 427.31390380859375, 286.7643127441406]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0005_cycle_01_pose_02_calib_02_center_mid.jpg
6,1,2,calib_02_center_mid,-2.0694557179012918e-13,-0.7869321703910828,0.9924855828285217,-0.35128161311149597,-1.7626196495257318e-05,347,231,0.6450000286102295,0.9397549629211426,"[272.72772216796875, 179.5845947265625, 422.7252197265625, 284.009033203125]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0006_cycle_01_pose_02_calib_02_center_mid.jpg
7,1,2,calib_02_center_mid,-2.0694557179012918e-13,-0.8544272780418396,1.0507768392562866,-0.35128161311149597,-1.7626196495257318e-05,344,233,0.6520000576972962,0.9389347434043884,"[269.14111328125, 182.2132568359375, 419.1424560546875, 285.62744140625]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0007_cycle_01_pose_02_calib_02_center_mid.jpg
8,1,3,calib_03_center_low,-2.0694557179012918e-13,-0.8544272780418396,1.0507768392562866,-0.35128161311149597,-1.7626196495257318e-05,341,235,0.6580000400543213,0.9359253644943237,"[268.15814208984375, 184.376953125, 415.02325439453125, 285.9845275878906]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0008_cycle_01_pose_03_calib_03_center_low.jpg
9,1,3,calib_03_center_low,-2.0694557179012918e-13,-0.9173204898834229,1.1121361255645752,-0.3834952116012573,-1.7626196495257318e-05,341,234,0.6600000143051148,0.9371995329856873,"[268.08953857421875, 184.07052612304688, 415.55291748046875, 285.7685852050781]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0009_cycle_01_pose_03_calib_03_center_low.jpg
10,1,3,calib_03_center_low,-2.0694557179012918e-13,-0.9909515976905823,1.1857671737670898,-0.42031073570251465,-1.7626196495257318e-05,339,235,0.6690000176429749,0.9393233060836792,"[266.88311767578125, 186.4036865234375, 413.09649658203125, 285.45361328125]",robot_camera_calibration_samples/2026-06-12_19-22-16/sample_0010_cycle_01_pose_03_calib_03_center_low.jpg
