sample_idx,cycle_idx,pose_idx,pose_name,j1,j2,j3,j4,gripper,robot_u,robot_v,robot_d,robot_conf,robot_bbox,image_path
28,1,10,calib_10_far_left,-0.607456386089325,0.45099034905433655,-0.9725438356399536,0.5430291891098022,-1.7626196495257318e-05,282,147,0.4440000236034393,0.82831209897995,"[171.91650390625, 70.07433319091797, 393.30780029296875, 224.72137451171875]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0028_cycle_01_pose_10_calib_10_far_left.jpg
29,1,10,calib_10_far_left,-0.6028544306755066,0.45099034905433655,-0.9725438356399536,0.5430291891098022,-1.7626196495257318e-05,219,156,0.45400001406669616,0.7593197226524353,"[98.2081527709961, 68.68026733398438, 339.9537048339844, 244.770263671875]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0029_cycle_01_pose_10_calib_10_far_left.jpg
30,1,10,calib_10_far_left,-0.8022719621658325,0.1564660370349884,-0.8958447575569153,0.5430291891098022,-1.7626196495257318e-05,222,156,0.45400001406669616,0.7982662320137024,"[101.96926879882812, 68.76055908203125, 343.4965515136719, 243.968017578125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0030_cycle_01_pose_10_calib_10_far_left.jpg
31,1,11,calib_11_far_right,-0.9433981776237488,-0.05675728991627693,-0.832951545715332,0.5414952039718628,-1.7626196495257318e-05,192,68,0.4140000224113464,0.8157434463500977,"[76.80821990966797, 0.0, 308.34613037109375, 137.30335998535156]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0031_cycle_01_pose_11_calib_11_far_right.jpg
32,1,11,calib_11_far_right,-0.3911651074886322,-0.26384469866752625,-0.5645049214363098,0.5414952039718628,-1.7626196495257318e-05,195,43,0.45400001406669616,0.9018809795379639,"[93.23370361328125, 0.0, 298.63897705078125, 86.61141967773438]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0032_cycle_01_pose_11_calib_11_far_right.jpg
33,1,11,calib_11_far_right,0.26998060941696167,-0.4586602449417114,-0.2546408176422119,0.5414952039718628,-1.7626196495257318e-05,323,58,0.5320000231266022,0.8961293697357178,"[235.1265869140625, 0.1037445068359375, 411.72308349609375, 116.84951782226562]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0033_cycle_01_pose_11_calib_11_far_right.jpg
34,1,11,calib_11_far_right,0.8636311888694763,-0.6320000886917114,0.01840776950120926,0.5414952039718628,-1.7626196495257318e-05,452,63,0.4910000145435333,0.8770217895507812,"[353.054931640625, 0.0, 551.531494140625, 127.35392761230469]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0034_cycle_01_pose_11_calib_11_far_right.jpg
35,1,12,calib_12_left_high,0.8114758133888245,-0.6335340738296509,0.04448544234037399,0.5154175162315369,-1.7626196495257318e-05,500,89,0.9460000276565552,0.6379172205924988,"[448.0518798828125, 35.5191535949707, 552.78564453125, 144.3046417236328]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0035_cycle_01_pose_12_calib_12_left_high.jpg
36,1,12,calib_12_left_high,0.11351457983255386,-0.6396700143814087,0.4264466464519501,0.10277671366930008,-1.7626196495257318e-05,499,91,0.9510000228881836,0.6920626759529114,"[446.12103271484375, 37.05975341796875, 553.8169555664062, 145.0292510986328]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0036_cycle_01_pose_12_calib_12_left_high.jpg
37,1,12,calib_12_left_high,-0.42337870597839355,-0.6488738656044006,0.7225049734115601,-0.21629129350185394,-1.7626196495257318e-05,432,141,0.5700000405311585,0.9352059960365295,"[338.35382080078125, 81.38343048095703, 526.7587890625, 201.64190673828125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0037_cycle_01_pose_12_calib_12_left_high.jpg
38,1,13,calib_13_right_high,-0.6596117615699768,-0.6519418358802795,0.8544272780418396,-0.35895150899887085,-1.7626196495257318e-05,336,180,0.5700000405311585,0.9149619340896606,"[256.74114990234375, 120.83291625976562, 415.60162353515625, 240.37619018554688]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0038_cycle_01_pose_13_calib_13_right_high.jpg
39,1,13,calib_13_right_high,-0.2684466242790222,-0.6519418358802795,0.8544272780418396,-0.36201947927474976,-1.7626196495257318e-05,281,200,0.5900000214576722,0.916585385799408,"[196.67446899414062, 142.50128173828125, 365.6902160644531, 259.3204650878906]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0039_cycle_01_pose_13_calib_13_right_high.jpg
40,1,13,calib_13_right_high,0.2040194422006607,-0.6519418358802795,0.8544272780418396,-0.35895150899887085,-1.7626196495257318e-05,352,202,0.572000014781952,0.923239529132843,"[274.8851318359375, 145.36630249023438, 430.28173828125, 258.6729736328125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0040_cycle_01_pose_13_calib_13_right_high.jpg
41,1,13,calib_13_right_high,0.6596117615699768,-0.6519418358802795,0.8544272780418396,-0.3543495535850525,-1.7626196495257318e-05,436,201,0.5940000295639039,0.8882516622543335,"[346.58453369140625, 144.55282592773438, 525.595458984375, 258.585205078125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0041_cycle_01_pose_13_calib_13_right_high.jpg
42,1,14,calib_14_left_center,0.6519418358802795,-0.6519418358802795,0.8544272780418396,-0.35281556844711304,-1.7626196495257318e-05,504,196,0.6410000205039978,0.8705072402954102,"[444.5950927734375, 142.59408569335938, 563.7767333984375, 249.58963012695312]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0042_cycle_01_pose_14_calib_14_left_center.jpg
43,1,14,calib_14_left_center,0.032213594764471054,-0.7577865123748779,0.9480001330375671,-0.35281556844711304,-1.7626196495257318e-05,504,196,0.6410000205039978,0.85329270362854,"[445.646484375, 142.84469604492188, 563.4609375, 249.51123046875]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0043_cycle_01_pose_14_calib_14_left_center.jpg
44,1,14,calib_14_left_center,-0.43718451261520386,-0.8344855308532715,1.0277671813964844,-0.35281556844711304,-1.7626196495257318e-05,403,205,0.5980000376701355,0.9476160407066345,"[318.40631103515625, 148.56573486328125, 488.22869873046875, 262.90594482421875]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0044_cycle_01_pose_14_calib_14_left_center.jpg
45,1,15,calib_15_right_center,-0.5599029660224915,-0.8544272780418396,1.0492428541183472,-0.35281556844711304,-1.7626196495257318e-05,328,209,0.5990000247955323,0.9428266882896423,"[253.02684020996094, 154.033203125, 403.1558837890625, 265.0533142089844]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0045_cycle_01_pose_15_calib_15_right_center.jpg
46,1,15,calib_15_right_center,-0.22242721915245056,-0.8544272780418396,1.0492428541183472,-0.35281556844711304,-1.7626196495257318e-05,309,209,0.6080000281333924,0.9284119606018066,"[230.15533447265625, 155.5299072265625, 388.22796630859375, 263.92425537109375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0046_cycle_01_pose_15_calib_15_right_center.jpg
47,1,15,calib_15_right_center,0.17794176936149597,-0.8544272780418396,1.0492428541183472,-0.35281556844711304,-1.7626196495257318e-05,355,211,0.6009999990463257,0.9286308884620667,"[281.65631103515625, 157.06588745117188, 429.45111083984375, 265.26318359375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0047_cycle_01_pose_15_calib_15_right_center.jpg
48,1,15,calib_15_right_center,0.558368980884552,-0.8528932929039001,1.0492428541183472,-0.35281556844711304,-1.7626196495257318e-05,415,211,0.6149999976158143,0.9310436248779297,"[330.77740478515625, 156.25607299804688, 500.23944091796875, 267.05133056640625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0048_cycle_01_pose_15_calib_15_right_center.jpg
49,1,16,calib_16_left_low_mid,0.552233099937439,-0.8528932929039001,1.0492428541183472,-0.35281556844711304,-1.7626196495257318e-05,468,209,0.6420000076293946,0.9085918664932251,"[400.65728759765625, 153.49520874023438, 536.7506713867188, 265.5123596191406]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0049_cycle_01_pose_16_calib_16_left_low_mid.jpg
50,1,16,calib_16_left_low_mid,0.2147573083639145,-0.9203884601593018,1.1136701107025146,-0.3850291669368744,-1.7626196495257318e-05,468,209,0.6460000157356263,0.9004579782485962,"[401.466796875, 153.80877685546875, 536.4271850585938, 265.5461120605469]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0050_cycle_01_pose_16_calib_16_left_low_mid.jpg
51,1,16,calib_16_left_low_mid,-0.4080388844013214,-1.0446408987045288,1.2394565343856812,-0.4463884234428406,-1.7626196495257318e-05,419,212,0.6290000557899476,0.9275456666946411,"[335.2308349609375, 157.93899536132812, 503.6251220703125, 267.3608703613281]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0051_cycle_01_pose_16_calib_16_left_low_mid.jpg
52,1,17,calib_17_right_low_mid,-0.45712628960609436,-1.0538448095321655,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,333,216,0.6220000267028809,0.9224005937576294,"[261.81793212890625, 164.21206665039062, 405.24041748046875, 268.7269592285156]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0052_cycle_01_pose_17_calib_17_right_low_mid.jpg
53,1,17,calib_17_right_low_mid,-0.06442718952894211,-1.0538448095321655,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,328,216,0.6300000429153443,0.9309098124504089,"[256.97900390625, 164.12789916992188, 400.01763916015625, 268.3183288574219]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0053_cycle_01_pose_17_calib_17_right_low_mid.jpg
54,1,17,calib_17_right_low_mid,0.26998060941696167,-1.052310824394226,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,377,216,0.6270000219345093,0.9355770349502563,"[298.2759094238281, 164.84091186523438, 456.2318420410156, 267.2550354003906]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0054_cycle_01_pose_17_calib_17_right_low_mid.jpg
55,1,17,calib_17_right_low_mid,0.45405831933021545,-1.052310824394226,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,416,216,0.6410000205039978,0.9314846396446228,"[336.53131103515625, 164.33551025390625, 496.28863525390625, 269.6612548828125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0055_cycle_01_pose_17_calib_17_right_low_mid.jpg
56,1,18,calib_18_left_near,0.45099034905433655,-1.0538448095321655,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,435,216,0.6510000109672547,0.9263607859611511,"[359.59844970703125, 163.24746704101562, 511.46795654296875, 268.7809753417969]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0056_cycle_01_pose_18_calib_18_left_near.jpg
57,1,18,calib_18_left_near,0.11504855751991272,-0.4632622003555298,0.5399612188339233,-0.16106797754764557,-1.7626196495257318e-05,435,215,0.6540000319480896,0.9298514127731323,"[358.7269592285156, 163.005859375, 511.5423278808594, 268.2843017578125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0057_cycle_01_pose_18_calib_18_left_near.jpg
58,1,18,calib_18_left_near,-0.1702718734741211,0.03988350182771683,-0.06902913749217987,0.09050486981868744,-1.7626196495257318e-05,446,186,0.5600000500679017,0.9115038514137268,"[351.4254150390625, 122.2249526977539, 542.0320434570312, 250.81167602539062]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0058_cycle_01_pose_18_calib_18_left_near.jpg
59,1,18,calib_18_left_near,-0.3574175238609314,0.3666214048862457,-0.46172821521759033,0.251572847366333,-1.7626196495257318e-05,408,199,0.48400001525878905,0.9231017827987671,"[306.021484375, 123.522216796875, 511.0478515625, 274.72503662109375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0059_cycle_01_pose_18_calib_18_left_near.jpg
60,1,19,calib_19_center_near,-0.3543495535850525,0.3650874197483063,-0.46172821521759033,0.25003886222839355,-1.7626196495257318e-05,336,256,0.448000031709671,0.9129660725593567,"[235.0950927734375, 161.6935272216797, 437.27655029296875, 351.68829345703125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0060_cycle_01_pose_19_calib_19_center_near.jpg
61,1,19,calib_19_center_near,-0.2178252786397934,0.3666214048862457,-0.4632622003555298,0.251572847366333,-1.7626196495257318e-05,337,255,0.448000031709671,0.9126408696174622,"[235.4737091064453, 161.54888916015625, 438.68524169921875, 349.1231689453125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0061_cycle_01_pose_19_calib_19_center_near.jpg
62,1,19,calib_19_center_near,-0.09817477315664291,0.3650874197483063,-0.46172821521759033,0.251572847366333,-1.7626196495257318e-05,399,243,0.44600002765655516,0.8910655975341797,"[292.0412902832031, 161.40557861328125, 506.6054992675781, 326.44183349609375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0062_cycle_01_pose_19_calib_19_center_near.jpg
63,1,19,calib_19_center_near,0.0015339808305725455,0.35895150899887085,-0.46172821521759033,0.25003886222839355,-1.7626196495257318e-05,449,253,0.4510000228881836,0.8621010780334473,"[321.20928955078125, 156.16790771484375, 577.3273315429688, 349.9507141113281]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0063_cycle_01_pose_19_calib_19_center_near.jpg
64,1,20,calib_20_right_near,-2.0694557179012918e-13,0.35895150899887085,-0.45712628960609436,0.25003886222839355,-1.7626196495257318e-05,493,251,0.45700000524520873,0.8924708962440491,"[375.8802490234375, 154.22994995117188, 611.102294921875, 349.256591796875]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0064_cycle_01_pose_20_calib_20_right_near.jpg
65,1,20,calib_20_right_near,0.11198059469461441,0.35895150899887085,-0.45712628960609436,0.2485048919916153,-1.7626196495257318e-05,494,250,0.45700000524520873,0.8719196319580078,"[375.97760009765625, 154.6231689453125, 612.5741577148438, 347.095458984375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0065_cycle_01_pose_20_calib_20_right_near.jpg
66,1,20,calib_20_right_near,0.24083498120307922,0.3543495535850525,-0.45712628960609436,0.25003886222839355,-1.7626196495257318e-05,530,249,0.4690000295639038,0.8898653984069824,"[420.66156005859375, 153.2882080078125, 640.0, 345.6626892089844]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0066_cycle_01_pose_20_calib_20_right_near.jpg
67,1,20,calib_20_right_near,0.35281556844711304,0.34514567255973816,-0.45405831933021545,0.2485048919916153,-1.7626196495257318e-05,550,243,0.4470000147819519,0.9420978426933289,"[460.47998046875, 151.39764404296875, 640.0, 335.50640869140625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-25-50/sample_0067_cycle_01_pose_20_calib_20_right_near.jpg
