sample_idx,cycle_idx,pose_idx,pose_name,j1,j2,j3,j4,gripper,robot_u,robot_v,robot_d,robot_conf,robot_bbox,image_path
1,1,1,calib_01_center_high,-2.0694557179012918e-13,-1.0001554489135742,1.0016894340515137,-2.0694557179012918e-13,-1.7626196495257318e-05,354,164,0.9250000596046448,0.9499274492263794,"[307.89739990234375, 129.62815856933594, 400.53302001953125, 199.8265838623047]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0001_cycle_01_pose_01_calib_01_center_high.jpg
2,1,1,calib_01_center_high,-2.0694557179012918e-13,-0.8805049657821655,0.951068103313446,-0.11965049803256989,-1.7626196495257318e-05,354,164,0.9260000467300415,0.9506344795227051,"[307.94512939453125, 129.47227478027344, 400.57159423828125, 199.90318298339844]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0002_cycle_01_pose_01_calib_01_center_high.jpg
3,1,1,calib_01_center_high,-2.0694557179012918e-13,-0.6611457467079163,0.8544272780418396,-0.34207770228385925,-1.7626196495257318e-05,355,160,0.915000069141388,0.945341944694519,"[308.47784423828125, 126.6846694946289, 401.70123291015625, 195.18380737304688]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0003_cycle_01_pose_01_calib_01_center_high.jpg
4,1,2,calib_02_center_mid,-2.0694557179012918e-13,-0.6458058953285217,0.8482913970947266,-0.3543495535850525,-1.7626196495257318e-05,357,155,0.8890000462532044,0.9474749565124512,"[309.6717529296875, 120.3406982421875, 405.6075439453125, 189.78549194335938]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0004_cycle_01_pose_02_calib_02_center_mid.jpg
5,1,2,calib_02_center_mid,-2.0694557179012918e-13,-0.6458058953285217,0.8482913970947266,-0.3543495535850525,-1.7626196495257318e-05,357,155,0.8900000333786011,0.9486933946609497,"[309.6952819824219, 120.87284088134766, 405.8111877441406, 189.93185424804688]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0005_cycle_01_pose_02_calib_02_center_mid.jpg
6,1,2,calib_02_center_mid,-2.0694557179012918e-13,-0.6458058953285217,0.8482913970947266,-0.3543495535850525,-1.7626196495257318e-05,355,160,0.9140000224113465,0.9407346248626709,"[308.838134765625, 127.51610565185547, 403.0328369140625, 194.046142578125]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0006_cycle_01_pose_02_calib_02_center_mid.jpg
7,1,3,calib_03_center_low,-2.0694557179012918e-13,-0.8528932929039001,1.0492428541183472,-0.35128161311149597,-1.7626196495257318e-05,355,163,0.9190000176429749,0.9543368220329285,"[309.0029296875, 129.82989501953125, 402.26171875, 196.607177734375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0007_cycle_01_pose_03_calib_03_center_low.jpg
8,1,3,calib_03_center_low,-2.0694557179012918e-13,-0.9203884601593018,1.116737961769104,-0.3834952116012573,-1.7626196495257318e-05,355,163,0.9160000562667847,0.9590718150138855,"[308.8968505859375, 130.13327026367188, 402.1600341796875, 197.54306030273438]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0008_cycle_01_pose_03_calib_03_center_low.jpg
9,1,3,calib_03_center_low,-2.0694557179012918e-13,-1.0032234191894531,1.2011069059371948,-0.4264466464519501,-1.7626196495257318e-05,354,164,0.9240000128746033,0.9558045268058777,"[308.419677734375, 131.29803466796875, 401.35357666015625, 197.8974609375]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0009_cycle_01_pose_03_calib_03_center_low.jpg
10,1,3,calib_03_center_low,-2.0694557179012918e-13,-1.0538448095321655,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,354,167,0.9340000629425049,0.939906895160675,"[308.39837646484375, 134.5973663330078, 400.56292724609375, 199.7482452392578]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0010_cycle_01_pose_03_calib_03_center_low.jpg
11,1,4,calib_04_left_front,-2.0694557179012918e-13,-1.052310824394226,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,353,169,0.9420000195503235,0.9299859404563904,"[308.1738586425781, 136.64044189453125, 399.4562683105469, 201.3746337890625]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0011_cycle_01_pose_04_calib_04_left_front.jpg
12,1,4,calib_04_left_front,-2.0694557179012918e-13,-1.052310824394226,1.2486603260040283,-0.45099034905433655,-1.7626196495257318e-05,353,169,0.9420000195503235,0.9305586814880371,"[308.127685546875, 136.6867218017578, 399.40325927734375, 201.43592834472656]",src/CALIBRATION/robot_camera_calibration_samples/2026-06-15_04-30-50/sample_0012_cycle_01_pose_04_calib_04_left_front.jpg
